isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.8742.1	chr9	+	1491	8	full-splice_match	CTSL	ENST00000343150.9	2177	8	686	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	333	1002	205	1206	10.0
PB.345.3	chr1	-	3198	31	full-splice_match	NRDC	ENST00000352171.11	3691	31	487	6	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	1	TRUE	NA	NA	NA	C	coding	1019	3060	100	3159	25.0
PB.345.4	chr1	-	3534	30	novel_in_catalog	NRDC	novel	1660	16	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	1119	3360	136	3495	25.0
PB.1803.1	chr11	-	2636	6	full-splice_match	MPZL2	ENST00000278937.6	2620	6	-31	15	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	215	648	161	808	35.0
PB.345.6	chr1	-	3831	33	novel_not_in_catalog	NRDC	novel	1660	16	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	3	2	TRUE	NA	NA	NA	C	coding	621	1866	1944	3809	35.0
PB.345.7	chr1	-	2668	11	incomplete-splice_match	NRDC	ENST00000352171.11	3691	31	68	26014	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	484	1455	123	1577	95.0
PB.2220.1	chr12	-	1814	11	full-splice_match	GLT8D2	ENST00000360814.8	1880	11	61	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	349	1050	346	1395	25.0
PB.339.3	chr1	+	1454	1	incomplete-splice_match	CMPK1	ENST00000371873.9	2930	6	43584	5	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	15.0
PB.2996.2	chr15	+	2270	2	full-splice_match	FEM1B	ENST00000306917.4	7122	2	288	4564	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	627	1884	328	2211	35.0
PB.6106.1	chr3	+	6520	15	full-splice_match	SLC6A6	ENST00000622186.4	6528	15	8	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	620	1863	318	2180	15.0
PB.9053.2	chrX	+	2648	19	full-splice_match	GK	ENST00000378945.7	2063	19	-49	-536	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	40	4	TRUE	NA	NA	NA	C	coding	524	1575	110	1684	30.0
PB.237.3	chr1	-	4024	21	novel_in_catalog	KIAA0319L	novel	4789	21	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	1049	3150	88	3237	90.0
PB.239.3	chr1	-	2072	6	full-splice_match	PSMB2	ENST00000373237.3	2701	6	304	325	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	201	606	109	714	20.0
PB.5807.1	chr21	-	944	8	full-splice_match	U2AF1	ENST00000291552.8	962	8	17	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	240	723	77	799	20.0
PB.6100.2	chr3	+	2572	7	full-splice_match	HDAC11	ENST00000402271.5	1018	7	12	-1566	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	268	807	34	840	15.0
PB.8736.2	chr9	-	4053	26	full-splice_match	AGTPBP1	ENST00000357081.7	4393	26	-61	401	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	1226	3681	207	3887	25.0
PB.2887.2	chr15	-	4660	25	full-splice_match	RPAP1	ENST00000304330.8	4665	25	2	3	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	1393	4182	116	4297	30.0
PB.2887.3	chr15	-	2729	12	incomplete-splice_match	RPAP1	ENST00000304330.8	4665	25	17260	4	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	772	2319	49	2367	30.0
PB.2555.1	chr14	+	1476	3	novel_in_catalog	RP11-66N24.4	novel	931	5	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	A	coding	230	693	47	739	15.0
PB.5175.1	chr2	-	3204	9	full-splice_match	CKAP2L	ENST00000302450.10	4533	9	68	1261	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	745	2238	12	2249	15.0
PB.7279.1	chr5	+	6107	52	full-splice_match	DOCK2	ENST00000256935.12	6097	52	-16	6	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	2	1	TRUE	NA	NA	NA	A	coding	1830	5493	97	5589	25.0
PB.8484.1	chr8	-	3212	16	novel_not_in_catalog	RAD54B	novel	3068	15	NA	NA	any annotated donor/acceptor	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	717	2154	850	3003	35.0
PB.4357.7	chr19	+	2544	9	incomplete-splice_match	UHRF1	ENST00000624301.3	3898	17	34836	-2	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	393	1182	13	1194	15.0
PB.4862.2	chr19	-	902	6	full-splice_match	CHMP2A	ENST00000312547.6	913	6	10	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	222	669	152	820	20.0
PB.4862.1	chr19	-	905	6	full-splice_match	CHMP2A	ENST00000601220.5	885	6	-21	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	222	669	155	823	20.0
PB.3669.3	chr17	-	3003	23	novel_in_catalog	MYH10	novel	7762	43	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	C	coding	941	2823	180	3002	75.0
PB.8858.1	chr9	-	656	7	full-splice_match	RPL12	ENST00000361436.9	633	7	-21	-2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	165	498	110	607	0.0
PB.3669.1	chr17	-	7574	41	full-splice_match	MYH10	ENST00000269243.8	7662	41	3	85	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	1976	5931	137	6067	10.0
PB.1608.1	chr11	+	773	7	full-splice_match	DRAP1	ENST00000312515.6	989	7	180	36	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	205	618	66	683	80.0
PB.6063.2	chr3	+	2813	5	full-splice_match	BHLHE40	ENST00000256495.3	3473	5	294	366	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	412	1239	310	1548	30.0
PB.3669.4	chr17	-	2924	22	incomplete-splice_match	MYH10	ENST00000269243.8	7662	41	38	38275	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	941	2823	102	2924	75.0
PB.6063.3	chr3	+	2147	1	novel_in_catalog	BHLHE40	novel	3473	5	345	3716	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	C	coding	177	534	383	916	35.0
PB.7923.1	chr7	-	1601	3	full-splice_match	INHBA	ENST00000242208.4	6064	3	18	4445	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	426	1281	230	1510	75.0
PB.8928.1	chr9	-	1386	8	full-splice_match	MED27	ENST00000292035.9	1431	8	41	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	311	936	24	959	15.0
PB.1789.2	chr11	-	1786	14	full-splice_match	ZPR1	ENST00000227322.7	6566	14	24	4756	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	459	1380	37	1416	20.0
PB.1789.3	chr11	-	1813	14	novel_not_in_catalog	ZPR1	novel	6566	14	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	469	1410	40	1449	10.0
PB.2168.4	chr12	-	2121	15	full-splice_match	NAP1L1	ENST00000618691.4	13505	15	388	10996	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	391	1176	100	1275	35.0
PB.1789.1	chr11	-	2616	14	full-splice_match	ZPR1	ENST00000227322.7	6566	14	27	3923	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	459	1380	34	1413	40.0
PB.2168.2	chr12	-	1542	16	full-splice_match	NAP1L1	ENST00000393263.7	1896	16	65	289	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	391	1176	56	1231	85.0
PB.2168.3	chr12	-	2231	15	full-splice_match	NAP1L1	ENST00000618691.4	13505	15	417	10857	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	391	1176	71	1246	85.0
PB.6209.8	chr3	+	2199	1	incomplete-splice_match	ARIH2	ENST00000356401.8	4933	16	64513	850	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	40.0
PB.2168.1	chr12	-	1663	1	incomplete-splice_match	NAP1L1	ENST00000618691.4	13505	15	37193	9591	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	35.0
PB.6209.6	chr3	+	2177	16	novel_in_catalog	ARIH2	novel	598	3	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	493	1482	360	1841	85.0
PB.4182.1	chr18	-	3169	17	full-splice_match	AFG3L2	ENST00000269143.7	3247	17	63	15	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	797	2394	170	2563	35.0
PB.4182.2	chr18	-	3011	17	full-splice_match	AFG3L2	ENST00000269143.7	3247	17	60	176	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	797	2394	173	2566	40.0
PB.4182.3	chr18	-	2874	16	novel_in_catalog	AFG3L2	novel	3247	17	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	19	3	TRUE	NA	NA	NA	C	coding	732	2199	231	2429	40.0
PB.3609.1	chr17	+	822	6	full-splice_match	PSMB6	ENST00000270586.7	852	6	20	10	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	239	720	32	751	15.0
PB.1860.4	chr11	+	2415	16	full-splice_match	APLP2	ENST00000528499.5	2530	16	0	115	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	695	2088	85	2172	25.0
PB.2168.8	chr12	-	1418	13	full-splice_match	NAP1L1	ENST00000549596.5	1838	13	0	420	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	368	1107	140	1246	30.0
PB.1529.1	chr11	-	1431	10	full-splice_match	EEF1G	ENST00000329251.4	1523	10	90	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	437	1314	42	1355	10.0
PB.4389.1	chr19	+	1535	5	full-splice_match	SNAPC2	ENST00000221573.10	1542	5	6	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	334	1005	46	1050	35.0
PB.4389.2	chr19	+	1412	5	full-splice_match	SNAPC2	ENST00000597584.5	1413	5	0	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	97	294	634	927	35.0
PB.4003.1	chr17	+	4014	18	novel_in_catalog	DDX42	novel	589	3	NA	NA	no_combination_of_known_junctions	TRUE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	C	coding	938	2817	284	3100	10.0
PB.4003.2	chr17	+	3942	18	full-splice_match	DDX42	ENST00000389924.6	3939	18	-4	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	938	2817	209	3025	15.0
PB.3788.1	chr17	+	2225	4	incomplete-splice_match	MLLT6	ENST00000619356.1	3868	8	3499	5	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	124	375	262	636	45.0
PB.8903.3	chr9	+	1922	3	full-splice_match	PPP2R4	ENST00000423100.5	988	3	13	-947	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	15.0
PB.4466.1	chr19	+	1628	12	incomplete-splice_match	MAST1	ENST00000251472.8	4833	26	-42	16031	3prime_fragment	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	479	1440	82	1521	15.0
PB.983.1	chr10	+	2417	17	full-splice_match	GTPBP4	ENST00000360803.8	5075	17	413	2245	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	634	1905	49	1953	20.0
PB.983.2	chr10	+	4635	17	full-splice_match	GTPBP4	ENST00000360803.8	5075	17	432	8	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	10	NA	TRUE	NA	NA	NA	C	coding	634	1905	30	1934	35.0
PB.6223.3	chr3	-	1478	5	full-splice_match	RHOA	ENST00000418115.5	2031	5	208	345	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	193	582	178	759	20.0
PB.8866.3	chr9	+	2278	15	full-splice_match	FPGS	ENST00000373225.7	2278	15	-4	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	537	1614	214	1827	45.0
PB.975.2	chr1	-	2117	1	novel_in_catalog	ZNF670-ZNF695	novel	2751	6	15	109018	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	A	coding	78	237	201	437	90.0
PB.48.3	chr1	-	1428	9	full-splice_match	ACOT7	ENST00000377842.7	1813	9	385	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	329	990	115	1104	10.0
PB.788.2	chr1	+	1779	4	full-splice_match	TSEN15	ENST00000423085.7	1844	4	62	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	129	390	44	433	30.0
PB.4482.1	chr19	-	1779	1	full-splice_match	CTD-3252C9.4	ENST00000587762.1	1774	1	2	-7	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	15.0
PB.7552.3	chr6	-	1950	8	novel_not_in_catalog	MRPS10	novel	2110	7	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	201	606	13	618	20.0
PB.2112.1	chr12	-	1729	14	novel_not_in_catalog	NACA	novel	711	6	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	420	1263	34	1296	35.0
PB.8903.4	chr9	+	1716	3	full-splice_match	PPP2R4	ENST00000414510.5	1153	3	96	-659	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	10.0
PB.6817.1	chr4	+	622	3	full-splice_match	SNHG8	ENST00000602414.5	672	3	49	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	20.0
PB.5460.4	chr2	-	4617	30	novel_in_catalog	HDLBP	novel	6372	28	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	5	NA	TRUE	NA	NA	NA	C	coding	1268	3807	425	4231	15.0
PB.5012.1	chr2	+	1238	10	full-splice_match	CFAP36	ENST00000349456.8	2048	10	9	801	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	342	1029	140	1168	25.0
PB.1100.1	chr10	+	3680	18	full-splice_match	HK1	ENST00000298649.8	3229	18	-15	-436	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	916	2751	186	2936	35.0
PB.1452.3	chr11	+	1974	2	full-splice_match	SLC35C1	ENST00000314134.3	4171	2	750	1447	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	25	NA	TRUE	NA	NA	NA	C	coding	364	1095	647	1741	15.0
PB.1452.2	chr11	+	3435	2	full-splice_match	SLC35C1	ENST00000314134.3	4171	2	736	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	364	1095	661	1755	10.0
PB.1100.5	chr10	+	2823	13	incomplete-splice_match	HK1	ENST00000359426.6	3605	18	50478	2	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	679	2040	39	2078	35.0
PB.3840.2	chr17	-	4934	24	full-splice_match	STAT3	ENST00000588969.5	2772	24	6	-2168	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	770	2313	200	2512	20.0
PB.3840.3	chr17	-	3405	24	full-splice_match	STAT3	ENST00000264657.9	5047	24	94	1548	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	770	2313	220	2532	100.0
PB.3840.1	chr17	-	4964	24	full-splice_match	STAT3	ENST00000264657.9	5047	24	94	-11	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	770	2313	220	2532	5.0
PB.3840.6	chr17	-	3346	24	novel_in_catalog	STAT3	novel	5047	24	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	722	2169	211	2379	100.0
PB.3840.4	chr17	-	3383	24	full-splice_match	STAT3	ENST00000588969.5	2772	24	8	-619	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	770	2313	198	2510	100.0
PB.3840.5	chr17	-	3335	24	novel_in_catalog	STAT3	novel	5047	24	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	722	2169	200	2368	100.0
PB.6158.3	chr3	+	483	4	incomplete-splice_match	RPSA	ENST00000478027.2	1227	5	2769	4	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	122	369	49	417	30.0
PB.3840.8	chr17	-	2644	24	novel_in_catalog	STAT3	novel	5047	24	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	722	2169	198	2366	15.0
PB.3840.9	chr17	-	2715	24	full-splice_match	STAT3	ENST00000264657.9	5047	24	95	2237	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	770	2313	219	2531	15.0
PB.717.1	chr1	+	1365	7	full-splice_match	NIT1	ENST00000368009.6	1362	7	-26	23	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	327	984	103	1086	70.0
PB.3675.1	chr17	-	2328	2	full-splice_match	HS3ST3A1	ENST00000284110.1	2527	2	-15	214	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	406	1221	814	2034	45.0
PB.3675.2	chr17	-	2090	2	full-splice_match	HS3ST3A1	ENST00000284110.1	2527	2	-60	497	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	406	1221	859	2079	85.0
PB.3256.1	chr16	-	1803	1	incomplete-splice_match	SMG1	ENST00000446231.6	16115	63	119786	13	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	50.0
PB.3256.2	chr16	-	2893	1	incomplete-splice_match	SMG1	ENST00000446231.6	16115	63	118696	13	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	50.0
PB.851.2	chr1	-	1952	15	novel_not_in_catalog	EIF2D	novel	750	6	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	472	1419	404	1822	20.0
PB.662.3	chr1	-	1983	5	full-splice_match	FAM189B	ENST00000487649.5	1499	5	-266	-218	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	143	432	584	1015	20.0
PB.7984.1	chr7	+	2626	1	novel_in_catalog	RP11-792A8.5	novel	4139	13	111727	67879	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	80.0
PB.7470.1	chr6_GL000252v2_alt	+	2520	1	antisense		novel	NA	NA	NA	NA	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	B	coding	641	1926	215	2140	25.0
PB.2578.1	chr14	+	1656	2	full-splice_match	LTB4R	ENST00000345363.7	1616	2	-42	2	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	352	1059	364	1422	25.0
PB.101.1	chr1	-	2386	12	incomplete-splice_match	ARHGEF19	ENST00000270747.7	3029	16	4968	-248	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	279	840	816	1655	5.0
PB.3615.2	chr17	+	1788	11	novel_in_catalog	ENO3	novel	343	2	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	B	coding	308	927	67	993	20.0
PB.8047.1	chr7	-	4343	24	full-splice_match	PEX1	ENST00000248633.8	4385	24	35	7	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	1283	3852	62	3913	25.0
PB.733.1	chr1	+	1512	9	full-splice_match	HSD17B7	ENST00000254521.7	1190	9	-33	-289	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	341	1026	89	1114	0.0
PB.3615.1	chr17	+	1739	10	novel_in_catalog	ENO3	novel	343	2	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	B	coding	215	648	297	944	20.0
PB.6831.1	chr4	+	3012	13	full-splice_match	ABHD18	ENST00000645843.1	5827	13	8	2807	multi-exon	FALSE	non_canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	A	coding	427	1284	422	1705	100.0
PB.1382.1	chr11	-	3924	7	full-splice_match	TMEM41B	ENST00000528080.5	3968	7	58	-14	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	5	NA	TRUE	NA	NA	NA	C	coding	291	876	282	1157	30.0
PB.5265.3	chr2	+	2216	16	full-splice_match	DYNC1I2	ENST00000409197.5	2572	16	97	259	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	612	1839	115	1953	15.0
PB.1382.2	chr11	-	3368	7	full-splice_match	TMEM41B	ENST00000528080.5	3968	7	105	495	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	291	876	235	1110	30.0
PB.2727.1	chr14	-	5430	20	full-splice_match	AREL1	ENST00000356357.8	5456	20	24	2	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	823	2472	493	2964	20.0
PB.6160.2	chr3	+	2520	1	novel_in_catalog	RPL14	novel	7072	6	47	8729	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	100.0
PB.6160.3	chr3	+	824	6	full-splice_match	RPL14	ENST00000396203.6	916	6	-1	93	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	215	648	134	781	35.0
PB.539.1	chr1	+	4511	1	novel_in_catalog	RP11-418J17.1	novel	745	4	19	6009	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	95.0
PB.6160.1	chr3	+	741	6	full-splice_match	RPL14	ENST00000338970.10	7072	6	26	6305	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	coding	215	648	44	691	25.0
PB.8884.3	chr9	+	2753	1	novel_in_catalog	CERCAM	novel	5201	14	9097	13736	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	C	coding	246	741	3	743	85.0
PB.8764.2	chr9	+	1070	1	novel_in_catalog	C9orf3	novel	2820	15	359375	3	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	20.0
PB.2280.1	chr12	-	1598	1	incomplete-splice_match	MED13L	ENST00000281928.7	14234	31	316410	5459	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	85.0
PB.7012.3	chr5	+	2353	1	incomplete-splice_match	MAST4	ENST00000403625.6	10711	29	568551	2331	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	coding	710	2133	8	2140	100.0
PB.142.11	chr1	-	1298	1	novel_in_catalog	SRSF10	novel	2839	7	549	12636	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	90.0
PB.7042.1	chr5	+	1224	4	full-splice_match	TMEM171	ENST00000454765.6	1535	4	283	28	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	A	coding	324	975	191	1165	70.0
